"Video ",Video Link,Subject,Sub Subject,Category,Feature Tags
https://www.loom.com/share/a374de69825c432f87cff62433eca68a?sid=b5ea4994-de69-4345-8843-a68dde74ce67,https://www.loom.com/share/a374de69825c432f87cff62433eca68a?sid=b5ea4994-de69-4345-8843-a68dde74ce67,Report,Line Chart,CMO Dash Template,"Attribution, Customize Breakdown, Divide By, Percent Ratio Format, no-attribution toggle"
https://www.loom.com/share/31a8c3674c1d489f839f3d17fbc65030?sid=ad8088e0-d862-40b2-a18a-417d24057dbb,https://www.loom.com/share/31a8c3674c1d489f839f3d17fbc65030?sid=ad8088e0-d862-40b2-a18a-417d24057dbb,Report,Line Chart,CMO Dash Template,"Attribution, Customize Breakdown, Divide By, no-attribution toggle"
https://www.loom.com/share/d4ca198f0a264215abc40c34f0d9067c?sid=5cedb4ff-2995-4320-b767-98a16d89ed72,https://www.loom.com/share/d4ca198f0a264215abc40c34f0d9067c?sid=5cedb4ff-2995-4320-b767-98a16d89ed72,Report,Line Chart,CMO Dash Template,"Customize Breakdown, Divide By, Percent Ratio Format, no-attribution toggle"
Form Submit from Google,https://www.loom.com/share/3d029a72cc9a4c5f81e9032216923c12?sid=c5009cd9-967a-4161-b1ff-b0f068fa600d,Goal,Column Goal,"Organic, Paid",Inline Column Filter
Form Submit from Google - Template,https://www.loom.com/share/9763aed8f44b46e396955f005e3a21a5?sid=02f2678e-0b22-4688-b382-43bcd859aa6b,Goal,Template Goal,"Organic, Paid",Templates
SQO,https://www.loom.com/share/6d420aeb37f4445793734e89a96e9cff?sid=706ea2b5-4a5f-43db-8e4f-5a7e89f84ef0,Goal,Stages,"Business, Paid, Silvio's Paid Ads Template",Track Date Properties
SAO,https://www.loom.com/share/d83b25cbf6eb462aa951466bbc5b18fa?sid=50a44486-5651-4832-88a9-f95849292abe,Goal,Stages,"Business, Paid, Silvio's Paid Ads Template",Track Date Properties
Paid Platform Performance Over Time,https://www.loom.com/share/06ed595b5c0945ebb2f5b060f242ae8b?sid=f30346bc-7a01-468a-805d-5a8b984ef88e,Report,Line Chart,Silvio's Paid Ads Template,
"View Any Page ",https://www.loom.com/share/942878dbbca94ab99cbba76c70acb985?sid=e7f0092f-f955-4a7a-865c-f0ec42e15256,Goal,Website Goal,Content/Organic Dashboard,
Cohorted Conversion Rates by Stage (aggregate),https://www.loom.com/share/afd07f3a64c748aea6972753a01e321f?sid=fab91d42-ebd9-4c28-adb6-26adf92b9b69,,,,
Adjust Report Sizes,https://www.loom.com/share/87f79a8ea07f4150bfc77c9809541970?sid=4e3d6275-68d9-4596-8b19-f3370117493c,,,,
Accessing Journeys from a Report,https://www.loom.com/share/35431921664f4caf8c44d8a42b07a0ee?sid=d850e44d-102d-472e-a76f-2818ab566cf3,,,,
Content Type Property,https://www.loom.com/share/c462d63cb0684fa78355fce9f2bec3cc?sid=2dd68069-9c94-4551-8a6f-04e5a966b319,Defined Property,Content,"Content, Content/Organic Dashboard",
Closed Won,https://www.loom.com/share/6c4b4cb90b1f4109bba6ebd53ebabe2c?sid=d6deec78-da36-405c-ae68-72b508bb01ed,Goal,Stages,"ABM Live Demo, Content/Organic Dashboard, In - Person Events, Paid, Roman Krs's Google Ads Template, Silvio's Paid Ads Template",Track Date Properties
Performance Overview (Paid),https://www.loom.com/share/b83e7bf9dc934b8091818def33cf2564?sid=77401ec1-a10c-4891-aa0f-53b39d3ab889,Report,Table,"Paid, Silvio's Paid Ads Template","Attribution, Breakdown Filter, Divide By, Percent Ratio Format"
Total Performance (Organic & Paid),https://www.loom.com/share/88f82533a9b2484ca1ff0fdae1336bca?sid=7d9016d8-e6f2-4fa1-a351-7c1b5308fad5,Report,Table,Paid,"Attribution, Breakdown Filter, Customize Breakdown, Divide By, Percent Ratio Format"
Event Touchpoints,https://www.loom.com/share/6429806d51494c268c7f6fd030870a13?sid=ea9ecc44-450c-4c9d-b1e0-2e6f3cb0806b,Goal,Channel,In - Person Events,Defined Property Mapping Goal
Pipeline Stage,https://www.loom.com/share/92142f4751194d1396b0c1f9f7682497?sid=ed671d91-6454-442f-aa85-3b9683c4c783,Goal,Stages,"Content/Organic Dashboard, In - Person Events",Track Date Properties
Event Attendees,https://www.loom.com/share/bda1f68c4e5d4cd8ad54d62c21c2d23d?sid=742e2c15-4228-40e0-8068-c349d9781e1d,Goal,Stages,In - Person Events,Track Date Properties
Marketing Funnel,https://www.loom.com/share/82530f589c7b4e4ebd19c67cc0ec7103?sid=9957e15d-0184-4976-982f-a648bd098547,Report,Funnel,"Business, Organic",Funnel Split Step
Important Moments,https://www.loom.com/share/ce884c19ccea4dc2a1c273729666a187?sid=f17bf0c2-1d2d-47f2-b38f-04c82cccb15d,Property,Intent,"ABM, Sales",
Company Feed Report,https://www.loom.com/share/771e1edd81a348e7bfef87bdb8f39573?sid=91250c11-2131-4a1a-8599-2a9ca3d9c12a,Report,Intent,"ABM, Sales",Important Moments Property
MQL Count,https://www.loom.com/share/2fb85be8e7df416d868367c3c7cdb360?sid=163686eb-38b9-4dc9-9897-ca6101243713,Report,Number,"Business, Business Overview",
MQL Trend,https://www.loom.com/share/4ba0f2a4cbfb4447af0dadcbd975e554?sid=fc0981d5-6be4-422e-be29-8c4d02a2f079,Report,Bar Chart,"Business, Business Overview",
SQL Count,https://www.loom.com/share/b68e65e3eab6479dac6fea79dba5a225?sid=3eab7b4b-4f4f-4304-a818-d2aacb3538d8,Report,Number,"Business, Business Overview",
SQL Trend,https://www.loom.com/share/f08833f58cb54751bbc964f7e9bf6002?sid=ee23251f-00cc-4a74-8aeb-68a1ba26e9c9,Report,Bar Chart,"Business, Business Overview",
Deal Created Count,https://www.loom.com/share/cfcdad1e9d46465da0a121ba976b004d?sid=a7262eaf-22f1-41d9-a592-eb580624b569,Report,Number,"Business, Business Overview",
Deal Created Trend,https://www.loom.com/share/9067dc90021246dfa282bcc3c7eed40d?sid=18ca678a-6a6f-461b-8fa5-31bdc976a3e8,Report,Bar Chart,"Business, Business Overview",
Pipeline Deal Count,https://www.loom.com/share/86fa31f86f4545f8843f49e6bdf054f4?sid=50f70e66-05f9-4336-8ee1-fe9c52b85035,"Report ",Number,"Business, Business Overview",
Pipeline Deal Trend,https://www.loom.com/share/aaab5ce68ef74b35957b7b007c220068?sid=49d8916c-0e27-4b06-a538-d764b18747dc,Report,Bar Chart,"Business, Business Overview",
Pipeline Amount,https://www.loom.com/share/21359ed41b7840a99113694395c5b927?sid=d64e5cfa-e56d-4b93-a982-a349fca0d6c4,Report,Number,"Business, Business Overview",
Pipeline Amount Trend,https://www.loom.com/share/0599c934f1864ef493b8bc223bc767f6?sid=14fddbf8-aa07-4cb7-92c8-3eee426c4b3c,Report,Bar Chart,"Business, Business Overview",
Closed Won Count,https://www.loom.com/share/23e2df2517f24fa5acf3cad4dd211afa?sid=b83a607e-4777-4245-ad63-151cc70ec75d,"Report ",Number,"Business, Business Overview, Gaetano DiNardi's Blog Vitals Dashboard",
Closed Won Trend,https://www.loom.com/share/a80bd17dc42d4c7391c1e6f736a63316?sid=89b6a9fb-99b8-4027-9519-387f1298dc19,Report,Bar Chart,"Business, Business Overview",
Closed Won Amount,https://www.loom.com/share/f7523c390b3147baa526d8e5c35600cf?sid=d1bdd999-9771-4d5d-b70e-83c4d515b52d,Report,Number,"Business, Business Overview",
Closed Won Amount Trend,https://www.loom.com/share/ed0cc0953f78438c8d4437cfbf5315d7?sid=0c6e827c-7733-4826-b411-8788f401986f,Report,Bar Chart,"Business, Business Overview",
"Intent Signal Defined Property ",https://www.loom.com/share/6171cfa33ff14baeb95d90ca6d100a3b?sid=8e44caf9-ff71-4d4e-8f2a-e05d0c0ff110,Property,Intent,"ABM, Sales",
Intent Signals — Details Defined Property,https://www.loom.com/share/81a994597c6542cbb495c2d9fcfb1c82?sid=369bb491-f2da-4eb3-9cc8-00398a38e805,Property,Intent,"ABM, Sales",
Event Influenced Pipeline,https://www.loom.com/share/6f7dac3d2104426f979edb79e43bc305?sid=376c15be-19ae-413e-a1b4-608498323ad0,Report,Number,In - Person Events,Sequence of Actions
New Business Pipeline Stage,https://www.loom.com/share/5f74e1fc867d474381ccfe029c8d8000?sid=d28455cf-9c09-44e7-bcc4-fdfe4c834dd6,Goal,Stages,In - Person Events,Track Date Properties
Existing Business Pipeline Stage,https://www.loom.com/share/1593934b1b5d4c4a9ac9847ca92a9d12?sid=b495a82d-205f-4f17-9005-e34c5fd8453f,Goal,Stages,In - Person Events,Track Date Properties
New Business Event Influenced Pipeline,https://www.loom.com/share/b479f3d5438f420eb3466cc3abc06c82?sid=d47af377-2784-4ebe-853b-1e22c1fe4060,Report,Number,In - Person Events,Sequence of Actions
Existing Business Event Influenced Pipeline,https://www.loom.com/share/e1ed6a488e5d469aa2c537aaeddf63b8?sid=e7c7d90f-eb35-4183-85a3-94b48917da56,Report,Number,In - Person Events,Sequence of Actions
% of Total Pipeline Influenced by Events,https://www.loom.com/share/4673bfd0a5ea484fbe719f3e964a7134?sid=a76cbc47-755e-4ab2-b5d9-c14524200d77,Report,Number,In - Person Events,"Divide By, Sequence of Actions"
Deal Created - All,https://www.loom.com/share/9aa02150acdf4e89854b5cd808d70071?sid=f01298c1-3679-4117-abfd-98808b0f114a,Goal,Stages,"ABM Live Demo, Business, Content/Organic Dashboard, In - Person Events",Track Date Properties
Events Uniform Attribution,https://www.loom.com/share/9c4efb9c2af948f482398257715e8cfe?sid=65afc70f-ccab-446b-a6e5-a00918f13677,Report,Table,In - Person Events,"Attribution, Breakdown Filter, Divide By, Percent Ratio Format"
Events Linear Attribution,https://www.loom.com/share/a9f480600c4445699597ad533be2e90d?sid=be36beb8-9d39-49c9-90cf-7f493350128b,Report,Table,In - Person Events,"Attribution, Breakdown Filter, Divide By, Percent Ratio Format"
Events Impact - 1 Month,https://www.loom.com/share/0af8ee9b9537430f9796ed29356c4c7e?sid=d28790c3-6aaf-480c-b980-36d9f92eef9d,Report,Table,In - Person Events,"Attribution, Breakdown Filter, Lookback Window"
Events Impact - 3 Months,https://www.loom.com/share/ada1d396e21b4f77b734c5b57654107f?sid=3fa907df-a2c4-4e9f-857b-7db46a2ea533,Report,Table,In - Person Events,"Attribution, Breakdown Filter, Lookback Window"
Events Impact - 6 Months,https://www.loom.com/share/9754b56d4ee643de8d979f39760ec5f3?sid=c5a54e8e-0443-4ab6-bace-71af0ea29b5b,Report,Table,In - Person Events,"Attribution, Breakdown Filter, Lookback Window"
Event to Opportunity Time,https://www.loom.com/share/c9f4fceb61c74920ba921b2e4f5d06bc?sid=48b93003-931d-4a5d-8cef-7962cc0d7638,Report,Number,In - Person Events,Sequence of Actions
Average Number of Event Touchpoints Before Opportunity,https://www.loom.com/share/a3cecb33ff7d4f6f9ba240f9b236cd1d?sid=97e1cbc5-9c73-4f67-90a6-77039ef32354,Report,Number,In - Person Events,"Divide By, Sequence of Actions"
Average Number of Event Touchpoints between Opp Created -> Closed Won,https://www.loom.com/share/0648aef934fb4589b80f24ee97f16d0f?sid=29885ef7-9991-44af-89fc-eff52be01c88,Report,Number,In - Person Events,"Divide By, Sequence of Actions"
Lift of Events on Opp Creation,https://www.loom.com/share/6398e4774894494d86b2d4ec5a1e03e8?sid=653926ed-76e4-4835-8004-7ae1476aeb6c,Report,Lift Report,In - Person Events,"Divide By, Sequence of Actions"
Lift of Events on Closed Won,https://www.loom.com/share/c0bb79f7dc954076b6b89ec1ac1bfcc0?sid=970b1135-9fc9-4fd6-b193-fec50b556ebd,Report,Lift Report,In - Person Events,"Divide By, Sequence of Actions"
User Journey with Events,https://www.loom.com/share/a6706d4bdae4432db5df8ba042418ea9?sid=e60fdacd-16eb-4da9-981e-42a482e79a03,Report,Reverse Funnel,In - Person Events,"Divide By, Sequence of Actions"
Spend vs Pipeline vs Revenue Over Time,https://www.loom.com/share/6e003b4efb5e4e0ba82af493e70b5cd6?sid=8001b499-05d7-45e5-87c8-46b1874d8a04,Report,Line Chart,Silvio's Paid Ads Template,
Spend by Platform,https://www.loom.com/share/ee5707a90238429ca48a3f69bd038175?sid=9e99f97f-870e-4747-8f0c-2a3a10d52ff2,Report,Pie Chart,Silvio's Paid Ads Template,
Leads by Platform,https://www.loom.com/share/2900e178272c4b9ba4981a8dde2ba925?sid=d8aa1152-2281-4602-a59d-b608acf410e4,Report,Pie Chart,Silvio's Paid Ads Template,
Revenue by Platform,https://www.loom.com/share/a89693b8051447ce834a2c8910b9a2b5?sid=8a9508b3-bf15-4d77-9c16-836783545161,Report,Pie Chart,Silvio's Paid Ads Template,
ABM Accounts in List,https://www.loom.com/share/7128afbf423940df91a1fe7d45573490?sid=179fe7d9-46f2-4aaa-a585-37d1c51487fb,Report,Number,"ABM, ABM Live Demo",Top Level Filter
Sales Touchpoints,https://www.loom.com/share/ef4dc0442fe14051957c51b657f51568?sid=4a4dd25c-b7dc-4296-8cd2-26c1dbce4868,Goal,Touchpoints,"ABM, ABM Live Demo",Defined Property Mapping Goal
Marketing Touchpoints,https://www.loom.com/share/eac50d4d0c694322b95296041be7b090?sid=34b031e0-7604-4e29-bdb9-c133d0944217,Goal,Touchpoints,"ABM, ABM Live Demo",Defined Property Mapping Goal
Sales Penetration Rate,https://www.loom.com/share/e0465d12586943f6b625b123e3fbb30b?sid=e60ac606-24bf-4b35-b8b0-3b3da5da8694,Report,Number,"ABM, ABM Live Demo","Divide By, Inline Column Filter, Percent Ratio Format, Top Level Filter"
Marketing Penetration Rate,https://www.loom.com/share/70599849896d42ac982241395598252e?sid=f75f4b6e-51d7-463d-bb86-eda386344ca4,Report,Number,"ABM, ABM Live Demo","Divide By, Inline Column Filter, Percent Ratio Format, Top Level Filter"
Cold Account Rate,https://www.loom.com/share/e326431e529c4f77b6086772f9755b6b?sid=29895349-0125-4213-bb22-ad907332b62d,Report,Number,"ABM, ABM Live Demo","Divide By, Inline Column Filter, Percent Ratio Format, Top Level Filter"
Intent Goal,https://www.loom.com/share/1a580cc911ff458ba25b93de62a90057?sid=9f019ad9-82d0-4c3d-b994-968f01ec45f3,Goal,Stages,"ABM, ABM Live Demo",Defined Property Mapping Goal
LinkedIn Impressions,https://www.loom.com/share/1b3bd6ff3983439cb5f300274090190d?sid=cd2f1467-dbcf-4d88-8c29-b52c2803bea2,Goal,LinkedIn,"ABM, ABM Live Demo, Paid",
LinkedIn Engagements (Clicks),https://www.loom.com/share/66da56967b7c4e2c856651531caea73a?sid=90feac93-5374-485c-9751-1df8529bee44,Goal,LinkedIn,"ABM, ABM Live Demo, Paid",
